trip_duration_sec,trip_duration_min,trip_duration_hr,distance_traveled_Km,KPH,wait_time_cost,distance_cost,fare_w_flag,tip,miscellaneous_fees,total_fare_new,num_of_passengers,surge_applied
480,8,0.133333333,2.72,20.4,3.19,4.23,10.12,0,6,16.12,5,FALSE
728,12.13,0.202166667,11.18,55.30090684,4.84,17.37,24.91,0,9.75,34.66,2,FALSE
1587,26.45,0.440833333,11.59,26.29111531,10.55,18,31.25,0,26.63,57.88,1,TRUE
432,7.2,0.12,1.61,13.41666667,2.87,2.5,8.07,0,6,14.07,1,FALSE
2030,33.83,0.563833333,7.92,14.04670411,13.5,12.3,28.5,0,13.5,42,1,FALSE
532,8.87,0.147833333,1.79,12.10822999,3.54,2.78,9.02,16,5.6,30.62,1,FALSE
291,4.85,8.08E-02,1.13,13.97938144,1.93,1.76,6.39,15,9.75,31.14,1,FALSE
709,11.82,0.197,3.22,16.34517766,4.71,5,12.41,0,26.63,39.04,1,TRUE
449,7.48,0.124666667,1.74,13.95721925,2.99,2.7,8.39,0,13.5,21.89,5,FALSE
943,15.72,0.262,4.3,16.41221374,6.27,6.68,15.65,0,13.5,29.15,1,FALSE
293,4.88,8.13E-02,1.16,14.26229508,1.95,1.8,6.45,0,6,12.45,1,FALSE
316,5.27,8.78E-02,1.82,20.72106262,2.1,2.83,7.63,18,13.05,38.68,1,FALSE
62,1.03,1.72E-02,0.16,9.32038835,0.41,0.25,3.36,0,6,9.36,1,FALSE
559,9.32,0.155333333,3.17,20.40772532,3.72,4.92,11.34,0,6,17.34,1,FALSE
411,6.85,0.114166667,1.45,12.70072993,2.73,2.25,7.68,0,13.5,21.18,1,FALSE
1240,20.67,0.3445,17.45,50.65312046,8.24,27.11,38.05,0,2.25,40.3,1,FALSE
1244,20.73,0.3455,6.52,18.87120116,8.27,10.13,21.1,75,26.63,122.73,1,TRUE
607,10.12,0.168666667,5.63,33.37944664,4.04,8.75,15.49,24,26.63,66.12,2,TRUE
735,12.25,0.204166667,3.38,16.55510204,4.89,5.25,12.84,0,6,18.84,1,FALSE
666,11.1,0.185,2.8,15.13513514,4.43,4.35,11.48,0,6,17.48,1,FALSE
456,7.6,0.126666667,2,15.78947368,3.03,3.11,8.84,0,6,14.84,1,FALSE
1066,17.77,0.296166667,6.07,20.49521666,7.09,9.43,19.22,24,5.7,48.92,1,FALSE
435,7.25,0.120833333,1.93,15.97241379,2.89,3,8.59,13,13.63,35.22,1,FALSE
1808,30.13,0.502166667,6.87,13.68071689,12.02,10.67,25.39,48,34.05,107.44,2,TRUE
492,8.2,0.136666667,3.46,25.31707317,3.27,5.37,11.34,0,13.5,24.84,1,FALSE
907,15.12,0.252,4.12,16.34920635,6.03,6.4,15.13,0,13.5,28.63,1,FALSE
369,6.15,0.1025,1.85,18.04878049,2.45,2.87,8.02,0,6,14.02,1,FALSE
140,2.33,3.88E-02,0.97,24.97854077,0.93,1.51,5.14,9,13.2,27.34,2,FALSE
1380,23,0.383333333,6.6,17.2173913,9.18,10.25,22.13,32,26.13,80.26,1,TRUE
601,10.02,0.167,2.32,13.89221557,4,3.6,10.3,17,6.4,33.7,1,FALSE
539,8.98,0.149666667,2.7,18.04008909,3.58,4.19,10.47,14,9.7,34.17,1,FALSE
51,0.85,1.42E-02,0.39,27.52941176,0.34,0.61,3.65,0,13.5,17.15,1,FALSE
4462,74.37,1.2395,18.86,15.21581283,29.67,29.3,61.67,0,6,67.67,1,FALSE
1485,24.75,0.4125,5.95,14.42424242,9.87,9.24,21.81,31,26.45,79.26,1,TRUE
1252,20.87,0.347833333,13.81,39.70292286,8.32,21.45,32.47,15,9.75,57.22,1,FALSE
1151,19.18,0.319666667,5.15,16.1105318,7.65,8,18.35,24,13.88,56.23,1,FALSE
655,10.92,0.182,2.98,16.37362637,4.36,4.63,11.69,15,26.63,53.32,1,TRUE
363,6.05,0.100833333,1.9,18.84297521,2.41,2.95,8.06,14,5.65,27.71,1,FALSE
1089,18.15,0.3025,8.85,29.25619835,7.24,13.75,23.69,44,26.5,94.19,1,TRUE
1445,24.08,0.401333333,8.72,21.72757475,9.61,13.55,25.86,0,6,31.86,1,FALSE
746,12.43,0.207166667,2.83,13.66049879,4.96,4.4,12.06,20,26.95,59.01,1,TRUE
715,11.92,0.198666667,2.74,13.79194631,4.75,4.26,11.71,0,6,17.71,1,FALSE
433,7.22,0.120333333,1.95,16.20498615,2.88,3.03,8.61,0,6,14.61,1,FALSE
1084,18.07,0.301166667,5.04,16.73491976,7.21,7.83,17.74,24,13.95,55.69,1,FALSE
644,10.73,0.178833333,2.57,14.37092265,4.28,3.99,10.97,0,6,16.97,1,FALSE
19,0.32,5.33E-03,0.29,54.375,0.13,0.45,3.28,0,2.47,5.75,1,FALSE
1099,18.32,0.305333333,4.12,13.49344978,7.31,6.4,16.41,0,6,22.41,1,FALSE
1060,17.67,0.2945,9.48,32.1901528,7.05,14.73,24.48,0,26.63,51.11,1,TRUE
388,6.47,0.107833333,2.01,18.63987635,2.58,3.12,8.4,6,13.73,28.13,1,FALSE
746,12.43,0.207166667,4.23,20.41834272,4.96,6.57,14.23,0,6,20.23,1,FALSE
1469,24.48,0.408,6.29,15.41666667,9.77,9.77,22.24,39,27.08,88.32,5,TRUE
840,14,0.233333333,2.53,10.84285714,5.59,3.93,12.22,21,26.7,59.92,5,TRUE
2158,35.97,0.5995,12.07,20.13344454,14.35,18.75,35.8,47,26.88,109.68,1,TRUE
546,9.1,0.151666667,3.91,25.78021978,3.63,6.07,12.4,0,26.63,39.03,1,TRUE
415,6.92,0.115333333,1.61,13.95953757,2.76,2.5,7.96,0,6,13.96,1,FALSE
1485,24.75,0.4125,14.73,35.70909091,9.87,22.88,35.45,0,6,41.45,5,FALSE
467,7.78,0.129666667,2.08,16.04113111,3.11,3.23,9.04,22,6.5,37.54,1,FALSE
936,15.6,0.26,3.33,12.80769231,6.22,5.17,14.09,0,9.75,23.84,5,FALSE
465,7.75,0.129166667,3.49,27.01935484,3.09,5.42,11.21,0,6,17.21,2,FALSE
725,12.08,0.201333333,7.24,35.9602649,4.82,11.25,18.77,42,26.25,87.02,1,TRUE
587,9.78,0.163,2.8,17.17791411,3.9,4.35,10.95,14,5.95,30.9,1,FALSE
555,9.25,0.154166667,2.57,16.67027027,3.69,3.99,10.38,0,6,16.38,1,FALSE
616,10.27,0.171166667,3.15,18.40311587,4.1,4.89,11.69,20,26.2,57.89,1,TRUE
925,15.42,0.257,3.7,14.39688716,6.15,5.75,14.6,28,26.83,69.43,1,TRUE
802,13.37,0.222833333,3.69,16.55946148,5.33,5.73,13.76,17,5.95,36.71,1,FALSE
973,16.22,0.270333333,4.33,16.01726264,6.47,6.73,15.9,21,9.45,46.35,1,FALSE
823,13.72,0.228666667,4.55,19.89795918,5.47,7.07,15.24,23,26.95,65.19,1,TRUE
494,8.23,0.137166667,2.09,15.23693803,3.28,3.25,9.23,16,5.6,30.83,1,FALSE
937,15.62,0.260333333,11.64,44.71190781,6.23,18.08,27.01,57,27.08,111.09,1,TRUE
856,14.27,0.237833333,2.75,11.56271899,5.69,4.27,12.66,0,6,18.66,6,FALSE
1032,17.2,0.286666667,5.02,17.51162791,6.86,7.8,17.36,13,6.13,36.49,1,FALSE
387,6.45,0.1075,2,18.60465116,2.57,3.11,8.38,0,6,14.38,1,FALSE
826,13.77,0.2295,7.26,31.63398693,5.49,11.28,19.47,25,9.95,54.42,1,FALSE
610,10.17,0.1695,3.33,19.6460177,4.06,5.17,11.93,0,6,17.93,1,FALSE
843,14.05,0.234166667,4.18,17.85053381,5.61,6.49,14.8,22,27.13,63.93,1,TRUE
422,7.03,0.117166667,1.8,15.36273115,2.81,2.8,8.31,0,6,14.31,1,FALSE
1230,20.5,0.341666667,4.46,13.05365854,8.18,6.93,17.81,0,6,23.81,1,FALSE
665,11.08,0.184666667,3.54,19.16967509,4.42,5.5,12.62,20,33.78,66.4,1,TRUE
1050,17.5,0.291666667,5.75,19.71428571,6.98,8.93,18.61,31,13.1,62.71,1,FALSE
764,12.73,0.212166667,2.45,11.54752553,5.08,3.81,11.59,0,13.5,25.09,1,FALSE
986,16.43,0.273833333,11.14,40.68167985,6.56,17.31,26.57,8,54.63,89.2,1,FALSE
1411,23.52,0.392,4.46,11.37755102,9.38,6.93,19.01,27,13.2,59.21,1,FALSE
1433,23.88,0.398,7.1,17.83919598,9.53,11.03,23.26,32,26.95,82.21,6,TRUE
288,4.8,8.00E-02,1.92,24,1.91,2.98,7.59,15,9.75,32.34,1,FALSE
1169,19.48,0.324666667,6.31,19.43531828,7.77,9.8,20.27,0,6,26.27,3,FALSE
441,7.35,0.1225,2.11,17.2244898,2.93,3.28,8.91,12,5.7,26.61,1,FALSE
814,13.57,0.226166667,4.55,20.11790715,5.41,7.07,15.18,26,13.38,54.56,1,FALSE
377,6.28,0.104666667,1.45,13.85350318,2.51,2.25,7.46,10,6.2,23.66,1,FALSE
670,11.17,0.186166667,2.49,13.37511191,4.45,3.87,11.02,38,33.63,82.65,1,TRUE
316,5.27,8.78E-02,1.67,19.01328273,2.1,2.59,7.39,0,2.25,9.64,1,FALSE
345,5.75,0.095833333,1.03,10.74782609,2.29,1.6,6.59,11,13.45,31.04,1,FALSE
944,15.73,0.262166667,2.9,11.06166561,6.28,4.5,13.48,0,2.25,15.73,1,FALSE
514,8.57,0.142833333,2.35,16.45274212,3.42,3.65,9.77,0,6,15.77,1,FALSE
277,4.62,7.70E-02,2.04,26.49350649,1.84,3.17,7.71,12,13.2,32.91,1,FALSE
1667,27.78,0.463,12.44,26.86825054,11.08,19.32,33.1,22,27.13,82.23,1,TRUE
1005,16.75,0.279166667,5.78,20.70447761,6.68,8.98,18.36,27,26.7,72.06,1,TRUE
1859,30.98,0.516333333,5.47,10.59393157,12.36,8.5,23.56,36,26.7,86.26,1,TRUE
373,6.22,0.103666667,1.9,18.32797428,2.48,2.95,8.13,15,6.3,29.43,2,FALSE
1853,30.88,0.514666667,9.67,18.7888601,12.32,15.02,30.04,0,13.5,43.54,1,FALSE
1256,20.93,0.348833333,4.59,13.1581462,8.35,7.13,18.18,15,13.5,46.68,1,FALSE
847,14.12,0.235333333,2.72,11.55807365,5.63,4.23,12.56,17,5.95,35.51,1,FALSE
1447,24.12,0.402,17.62,43.83084577,9.62,27.37,39.69,75,9.68,124.37,1,FALSE
467,7.78,0.129666667,2.64,20.35989717,3.11,4.1,9.91,8,9.25,27.16,1,FALSE
1284,21.4,0.356666667,6.55,18.36448598,8.54,10.17,21.41,27,10.2,58.61,1,FALSE
230,3.83,6.38E-02,1.21,18.95561358,1.53,1.88,6.11,9,5.7,20.81,1,FALSE
393,6.55,0.109166667,1.85,16.94656489,2.61,2.87,8.18,15,6.3,29.48,1,FALSE
855,14.25,0.2375,4.44,18.69473684,5.68,6.9,15.28,23,26.2,64.48,1,TRUE
338,5.63,9.38E-02,1.54,16.41207815,2.25,2.39,7.34,0,9.75,17.09,1,FALSE
304,5.07,8.45E-02,2.32,27.4556213,2.02,3.6,8.32,8,1.75,18.07,1,FALSE
1058,17.63,0.293833333,3.22,10.95859331,7.03,5,14.73,0,13.5,28.23,1,FALSE
978,16.3,0.271666667,3.65,13.43558282,6.5,5.67,14.87,0,6,20.87,5,FALSE
1135,18.92,0.315333333,4.31,13.66807611,7.55,6.7,16.95,38,13,67.95,1,FALSE
475,7.92,0.132,2.03,15.37878788,3.16,3.15,9.01,12,6.45,27.46,1,FALSE
519,8.65,0.144166667,2.12,14.70520231,3.45,3.29,9.44,9,6.3,24.74,1,FALSE
887,14.78,0.246333333,4.47,18.14614344,5.9,6.94,15.54,8,26.13,49.67,1,TRUE
731,12.18,0.203,5.09,25.07389163,4.86,7.91,15.47,24,6,45.47,1,FALSE
491,8.18,0.136333333,3.56,26.11246944,3.26,5.53,11.49,0,6,17.49,1,FALSE
181,3.02,5.03E-02,0.9,17.8807947,1.2,1.4,5.3,9,6,20.3,1,FALSE
959,15.98,0.266333333,13.87,52.077597,6.38,21.55,30.63,0,6,36.63,1,FALSE
1024,17.07,0.2845,7.89,27.73286467,6.81,12.26,21.77,29,26.88,77.65,1,TRUE
787,13.12,0.218666667,3.96,18.1097561,5.23,6.15,14.08,22,26.45,62.53,2,TRUE
1114,18.57,0.3095,11.27,36.41357027,7.41,17.51,27.62,43,55.25,125.87,1,FALSE
1046,17.43,0.2905,3.54,12.1858864,6.95,5.5,15.15,0,13.5,28.65,1,FALSE
741,12.35,0.205833333,3.73,18.12145749,4.93,5.79,13.42,15,26.63,55.05,1,TRUE
715,11.92,0.198666667,2.04,10.26845638,4.75,3.17,10.62,0,6,16.62,1,FALSE
3446,57.43,0.957166667,27.07,28.28138604,22.91,42.05,67.66,22,55.63,145.29,1,FALSE
1190,19.83,0.3305,5.41,16.36913767,7.91,8.4,19.01,45,34.28,98.29,1,TRUE
843,14.05,0.234166667,8.24,35.1886121,5.61,12.8,21.11,27,10.2,58.31,1,FALSE
738,12.3,0.205,2.56,12.48780488,4.91,3.98,11.59,15,6.45,33.04,1,FALSE
314,5.23,0.087166667,1.45,16.63479924,2.09,2.25,7.04,20,33.92,60.96,1,TRUE
681,11.35,0.189166667,2.27,12,4.53,3.53,10.76,0,6,16.76,1,FALSE
819,13.65,0.2275,4.35,19.12087912,5.45,6.76,14.91,0,6,20.91,1,FALSE
2190,36.5,0.608333333,6.32,10.3890411,14.56,9.82,27.08,0,6,33.08,1,FALSE
1225,20.42,0.340333333,11.1,32.61508325,8.14,17.24,28.08,42,34.13,104.21,1,TRUE
744,12.4,0.206666667,2.66,12.87096774,4.95,4.13,11.78,8,5.5,25.28,1,FALSE
252,4.2,7.00E-02,1.29,18.42857143,1.68,2,6.38,0,6,12.38,1,FALSE
532,8.87,0.147833333,1.82,12.31116122,3.54,2.83,9.07,0,6,15.07,1,FALSE
385,6.42,0.107,2.62,24.48598131,2.56,4.07,9.33,13,9.95,32.28,1,FALSE
872,14.53,0.242166667,3.85,15.89814178,5.8,5.98,14.48,4,33.88,52.36,1,TRUE
1344,22.4,0.373333333,6.61,17.70535714,8.94,10.27,21.91,0,6,27.91,6,FALSE
929,15.48,0.258,4.52,17.51937984,6.18,7.02,15.9,15,6,36.9,1,FALSE
394,6.57,0.1095,1.4,12.78538813,2.62,2.17,7.49,0,13.5,20.99,1,FALSE
1046,17.43,0.2905,2.78,9.569707401,6.95,4.32,13.97,0,2.25,16.22,2,FALSE
3524,58.73,0.978833333,20.58,21.0250298,23.43,31.97,58.1,0,13.5,71.6,1,FALSE
684,11.4,0.19,8.51,44.78947368,4.55,13.22,20.47,47,28.3,95.77,1,FALSE
913,15.22,0.253666667,5.52,21.760841,6.07,8.57,17.34,26,26.2,69.54,1,TRUE
116,1.93,3.22E-02,0.16,4.974093264,0.77,0.25,3.72,0,6,9.72,1,FALSE
865,14.42,0.240333333,2.93,12.19140083,5.75,4.55,13,0,6,19,1,FALSE
1321,22.02,0.367,6.61,18.01089918,8.78,10.27,21.75,0,6,27.75,1,FALSE
616,10.27,0.171166667,2.9,16.94255112,4.1,4.5,11.3,16,13.7,41,1,FALSE
583,9.72,0.162,2.24,13.82716049,3.88,3.48,10.06,8,33.63,51.69,1,TRUE
686,11.43,0.1905,2.62,13.75328084,4.56,4.07,11.33,0,9.75,21.08,5,FALSE
435,7.25,0.120833333,1.96,16.22068966,2.89,3.04,8.63,0,6,14.63,1,FALSE
683,11.38,0.189666667,3.17,16.71353251,4.54,4.92,12.16,20,10,42.16,3,FALSE
445,7.42,0.123666667,2.16,17.46630728,2.96,3.36,9.02,9,5.78,23.8,1,FALSE
739,12.32,0.205333333,3.2,15.58441558,4.91,4.97,12.58,0,6,18.58,1,FALSE
1563,26.05,0.434166667,10.44,24.04606526,10.39,16.22,29.31,42,26.7,98.01,1,TRUE
1774,29.57,0.492833333,9.25,18.76902266,11.8,14.37,28.87,0,55.13,84,1,FALSE
1396,23.27,0.387833333,8.21,21.16888698,9.28,12.75,24.73,0,26.63,51.36,1,TRUE
1058,17.63,0.293833333,3.7,12.59217243,7.03,5.75,15.48,0,13.5,28.98,1,FALSE
311,5.18,8.63E-02,1.42,16.44787645,2.07,2.21,6.98,0,6,12.98,1,FALSE
659,10.98,0.183,3.25,17.75956284,4.38,5.05,12.13,0,26.63,38.76,1,TRUE
602,10.03,0.167166667,2.82,16.86939182,4,4.38,11.08,16,13.7,40.78,1,FALSE
473,7.88,0.131333333,1.59,12.10659898,3.14,2.47,8.31,0,6,14.31,1,FALSE
365,6.08,0.101333333,1.67,16.48026316,2.43,2.59,7.72,16,33.95,57.67,1,TRUE
569,9.48,0.158,2.09,13.2278481,3.78,3.25,9.73,0,13.5,23.23,1,FALSE
1506,25.1,0.418333333,5.36,12.812749,10.01,8.33,21.04,0,26.63,47.67,1,TRUE
676,11.27,0.187833333,6.82,36.30878438,4.49,10.59,17.78,24,5.7,47.48,1,FALSE
2012,33.53,0.558833333,7.24,12.95556218,13.38,11.25,27.33,0,6,33.33,1,FALSE
518,8.63,0.143833333,2.03,14.11355736,3.44,3.15,9.29,0,6,15.29,1,FALSE
1015,16.92,0.282,4.83,17.12765957,6.75,7.5,16.95,0,6,22.95,1,FALSE
885,14.75,0.245833333,5.07,20.62372881,5.88,7.88,16.46,21,5.7,43.16,2,FALSE
184,3.07,5.12E-02,0.77,15.04885993,1.22,1.2,5.12,0,9.75,14.87,2,FALSE
828,13.8,0.23,13.24,57.56521739,5.51,20.57,28.78,69,55.58,153.36,1,FALSE
1227,20.45,0.340833333,6.94,20.36185819,8.16,10.78,21.64,0,26.63,48.27,2,TRUE
4339,72.32,1.205333333,8.19,6.794800885,28.85,12.72,44.27,0,9.75,54.02,2,FALSE
815,13.58,0.226333333,7.95,35.12518409,5.42,12.35,20.47,0,26.63,47.1,1,TRUE
633,10.55,0.175833333,4.01,22.8056872,4.21,6.23,13.14,0,6,19.14,1,FALSE
809,13.48,0.224666667,3.99,17.75964392,5.38,6.2,14.28,20,13.45,47.73,1,FALSE
529,8.82,0.147,2.03,13.80952381,3.52,3.15,9.37,0,9.75,19.12,1,FALSE
416,6.93,0.1155,3.17,27.44588745,2.77,4.92,10.39,0,6,16.39,1,FALSE
681,11.35,0.189166667,4.39,23.20704846,4.53,6.82,14.05,0,6,20.05,1,FALSE
264,4.4,7.33E-02,1.3,17.72727273,1.76,2.02,6.48,0,6,12.48,1,FALSE
617,10.28,0.171333333,3.59,20.95330739,4.1,5.58,12.38,0,9.75,22.13,1,FALSE
1436,23.93,0.398833333,18.85,47.26284998,9.55,29.28,41.53,0,6,47.53,2,FALSE
2438,40.63,0.677166667,2.86,4.223480187,16.21,4.44,23.35,0,13.5,36.85,1,FALSE
4016,66.93,1.1155,12.92,11.58225011,26.7,20.07,49.47,0,13.5,62.97,1,FALSE
1339,22.32,0.372,4.89,13.14516129,8.9,7.6,19.2,15,6,40.2,1,FALSE
741,12.35,0.205833333,2.37,11.51417004,4.93,3.68,11.31,15,6.45,32.76,1,FALSE
560,9.33,0.1555,1.83,11.76848875,3.72,2.84,9.26,0,6,15.26,1,FALSE
1506,25.1,0.418333333,5.15,12.31075697,10.01,8,20.71,0,26.63,47.34,1,TRUE
343,5.72,9.53E-02,1.61,16.88811189,2.28,2.5,7.48,11,9.7,28.18,1,FALSE
490,8.17,0.136166667,3.01,22.10526316,3.26,4.68,10.64,0,9.75,20.39,1,FALSE
1213,20.22,0.337,4.73,14.03560831,8.07,7.35,18.12,0,6,24.12,1,FALSE
1833,30.55,0.509166667,5.79,11.37152209,12.19,8.99,23.88,0,26.63,50.51,2,TRUE
1600,26.67,0.4445,5.15,11.58605174,10.64,8,21.34,30,13.13,64.47,1,FALSE
714,11.9,0.198333333,2.83,14.26890756,4.75,4.4,11.85,15,6.45,33.3,6,FALSE
1117,18.62,0.310333333,5.79,18.65735768,7.43,8.99,19.12,25,13.63,57.75,1,FALSE
1074,17.9,0.298333333,3.14,10.52513966,7.14,4.88,14.72,19,6.2,39.92,1,FALSE
595,9.92,0.165333333,1.74,10.52419355,3.96,2.7,9.36,0,6,15.36,1,FALSE
476,7.93,0.132166667,2.49,18.83984868,3.16,3.87,9.73,0,6,15.73,1,FALSE
318,5.3,8.83E-02,1.58,17.88679245,2.11,2.45,7.26,0,6,13.26,1,FALSE
659,10.98,0.183,4.06,22.18579235,4.38,6.31,13.39,8,26.13,47.52,1,TRUE
3266,54.43,0.907166667,30.14,33.22432482,21.72,46.82,71.24,83,5.95,160.19,1,FALSE
221,3.68,6.13E-02,1.66,27.06521739,1.47,2.58,6.75,0,6,12.75,1,FALSE
563,9.38,0.156333333,3.01,19.25373134,3.74,4.68,11.12,0,9.75,20.87,1,FALSE
1888,31.47,0.5245,7.24,13.8036225,12.55,11.25,26.5,38,26.2,90.7,1,TRUE
958,15.97,0.266166667,6.49,24.38321853,6.37,10.08,19.15,0,34.13,53.28,5,TRUE
397,6.62,0.110333333,2.03,18.39879154,2.64,3.15,8.49,0,30.38,38.87,1,TRUE
531,8.85,0.1475,2.32,15.72881356,3.53,3.6,9.83,0,6,15.83,4,FALSE
1827,30.45,0.5075,11.14,21.95073892,12.15,17.31,32.16,44,34.45,110.61,1,TRUE
433,7.22,0.120333333,3.86,32.07756233,2.88,6,11.58,28,30.5,70.08,1,TRUE
671,11.18,0.186333333,1.42,7.620751342,4.46,2.21,9.37,6,6,21.37,1,FALSE
392,6.53,0.108833333,1.32,12.12863706,2.61,2.05,7.36,0,6,13.36,1,FALSE
2225,37.08,0.618,10.99,17.78317152,14.79,17.07,34.56,38,5.5,78.06,1,FALSE
357,5.95,9.92E-02,1.98,19.96638655,2.37,3.08,8.15,8,26.13,42.28,1,TRUE
864,14.4,0.24,2.78,11.58333333,5.74,4.32,12.76,0,13.5,26.26,1,FALSE
486,8.1,0.135,2.09,15.48148148,3.23,3.25,9.18,0,6,15.18,3,FALSE
698,11.63,0.193833333,5.13,26.46603611,4.64,7.97,15.31,0,6,21.31,1,FALSE
687,11.45,0.190833333,3.59,18.81222707,4.57,5.58,12.85,0,9.75,22.6,1,FALSE
742,12.37,0.206166667,4.1,19.88682296,4.93,6.37,14,23,30.7,67.7,1,TRUE
795,13.25,0.220833333,2.41,10.91320755,5.29,3.74,11.73,19,6.35,37.08,1,FALSE
955,15.92,0.265333333,13.78,51.93467337,6.35,21.41,30.46,47,10.15,87.61,1,FALSE
1076,17.93,0.298833333,5.04,16.8655884,7.15,7.83,17.68,23,5.95,46.63,1,FALSE
1181,19.68,0.328,12.15,37.04268293,7.85,18.87,29.42,41,26.2,96.62,1,TRUE
1570,26.17,0.436166667,3.59,8.230798624,10.44,5.58,18.72,31,26.45,76.17,1,TRUE
859,14.32,0.238666667,3.51,14.70670391,5.71,5.45,13.86,22,26.45,62.31,1,TRUE
2112,35.2,0.586666667,16.58,28.26136364,14.04,25.76,42.5,30,26.25,98.75,1,TRUE
934,15.57,0.2595,3.22,12.40847784,6.21,5,13.91,20,13.38,47.29,1,FALSE
278,4.63,7.72E-02,1.06,13.73650108,1.85,1.65,6.2,0,6,12.2,1,FALSE
264,4.4,7.33E-02,0.97,13.22727273,1.76,1.51,5.97,0,6,11.97,1,FALSE
1493,24.88,0.414666667,5.21,12.56430868,9.93,8.09,20.72,15,34.13,69.85,1,TRUE
1024,17.07,0.2845,9.32,32.75922671,6.81,14.48,23.99,19,30.13,73.12,1,TRUE
1271,21.18,0.353,5.38,15.2407932,8.45,8.36,19.51,0,6,25.51,2,FALSE
702,11.7,0.195,3.73,19.12820513,4.67,5.79,13.16,21,30.45,64.61,1,TRUE
1187,19.78,0.329666667,13.15,39.88877654,7.89,20.43,31.02,40,6.2,77.22,1,FALSE
416,6.93,0.1155,3.11,26.92640693,2.77,4.83,10.3,9,9.9,29.2,1,FALSE
483,8.05,0.134166667,3.06,22.80745342,3.21,4.75,10.66,11,30.63,52.29,1,TRUE
450,7.5,0.125,1.4,11.2,2.99,2.17,7.86,0,6,13.86,1,FALSE
435,7.25,0.120833333,1.27,10.51034483,2.89,1.97,7.56,0,6,13.56,6,FALSE
370,6.17,0.102833333,2.16,21.00486224,2.46,3.36,8.52,0,9.75,18.27,1,FALSE
2587,43.12,0.718666667,8.92,12.41187384,17.2,13.86,33.76,22,27.13,82.89,1,TRUE
279,4.65,7.75E-02,1.54,19.87096774,1.86,2.39,6.95,0,6,12.95,1,FALSE
1276,21.27,0.3545,9.82,27.70098731,8.48,15.25,26.43,0,55.13,81.56,1,FALSE
637,10.62,0.177,4.75,26.83615819,4.24,7.38,14.32,0,6,20.32,1,FALSE
886,14.77,0.246166667,6.6,26.81110359,5.89,10.25,18.84,29,34.38,82.22,1,TRUE
1738,28.97,0.482833333,7.11,14.72557818,11.56,11.04,25.3,33,13.2,71.5,1,FALSE
321,5.35,8.92E-02,0.69,7.738317757,2.13,1.07,5.9,0,13.5,19.4,2,FALSE
1224,20.4,0.34,7.16,21.05882353,8.14,11.12,21.96,22,27.13,71.09,2,TRUE
288,4.8,8.00E-02,1,12.5,1.91,1.55,6.16,0,9.75,15.91,1,FALSE
612,10.2,0.17,2.09,12.29411765,4.07,3.25,10.02,13,9.5,32.52,1,FALSE
1890,31.5,0.525,17.59,33.5047619,12.57,27.32,42.59,72,26.92,141.51,1,TRUE
836,13.93,0.232166667,4.83,20.8040201,5.56,7.5,15.76,8,9.25,33.01,6,FALSE
832,13.87,0.231166667,4.38,18.94736842,5.53,6.8,15.03,0,2.25,17.28,1,FALSE
200,3.33,5.55E-02,1.29,23.24324324,1.33,2,6.03,0,9.75,15.78,2,FALSE
496,8.27,0.137833333,1.95,14.14752116,3.3,3.03,9.03,17,30.7,56.73,2,TRUE
887,14.78,0.246333333,4.35,17.65899865,5.9,6.76,15.36,8,5.5,28.86,1,FALSE
314,5.23,0.087166667,1.19,13.65200765,2.09,1.85,6.64,9,6.45,22.09,1,FALSE
644,10.73,0.178833333,2.98,16.66356011,4.28,4.63,11.61,19,26.45,57.06,1,TRUE
1520,25.33,0.422166667,10.86,25.72443743,10.11,16.87,29.68,38,33.63,101.31,1,TRUE
144,2.4,4.00E-02,0.42,10.5,0.96,0.65,4.31,20,6.25,30.56,6,FALSE
187,3.12,5.20E-02,0.68,13.07692308,1.24,1.06,5,15,9.75,29.75,1,FALSE
440,7.33,0.122166667,1.93,15.79809004,2.93,3,8.63,20,26.13,54.76,2,TRUE
1154,19.23,0.3205,5.7,17.78471139,7.67,8.85,19.22,28,26.45,73.67,1,TRUE
409,6.82,0.113666667,3.22,28.32844575,2.72,5,10.42,0,9.75,20.17,1,FALSE
193,3.22,5.37E-02,0.87,16.21118012,1.28,1.35,5.33,14,13.68,33.01,1,FALSE
817,13.62,0.227,3.36,14.80176211,5.43,5.22,13.35,14,6.18,33.53,1,FALSE
704,11.73,0.1955,3.38,17.28900256,4.68,5.25,12.63,0,6,18.63,1,FALSE
1403,23.38,0.389666667,4.78,12.26689478,9.33,7.43,19.46,30,34.2,83.66,1,TRUE
3,5.00E-02,8.33E-04,0.02,24,0.02,3.00E-02,2.75,0,2.25,5,1,FALSE
335,5.58,9.30E-02,1.45,15.59139785,2.23,2.25,7.18,0,13.5,20.68,1,FALSE
423,7.05,0.1175,1.51,12.85106383,2.81,2.35,7.86,11,5.95,24.81,1,FALSE
761,12.68,0.211333333,4.73,22.38170347,5.06,7.35,15.11,0,2.25,17.36,1,FALSE
187,3.12,5.20E-02,0.72,13.84615385,1.24,1.12,5.06,8,13,26.06,6,FALSE
1227,20.45,0.340833333,12.87,37.7603912,8.16,19.99,30.85,0,9.75,40.6,1,FALSE
823,13.72,0.228666667,3.86,16.88046647,5.47,6,14.17,22,27.13,63.3,1,TRUE
505,8.42,0.140333333,2.12,15.10688836,3.36,3.29,9.35,14,13.45,36.8,1,FALSE
